N,Key,Operation,Probe Count,Traverse count
3289,1887479029,Insert,1,14
3290,560850534,Insert,1,19
3291,144087580,Insert,1,17
3292,809866261,Insert,1,14
3293,622766157,Insert,1,18
3294,1380923934,Search,1,16
3295,2081471646,Insert,1,17
3296,255923860,Search,1,9
3297,438397861,Insert,1,16
3298,1674896905,Insert,1,11
3299,419755632,Insert,1,17
3300,1140464335,Search,1,12
3301,254929202,Search,1,10
3302,869469204,Insert,1,15
3303,1145211817,Insert,1,10
3304,1619379992,Search,1,18
3305,748674303,Insert,2,15
3306,235872508,Insert,1,8
3307,1914316901,Insert,2,13
3308,558945877,Insert,3,19
3309,107423581,Insert,1,10
3310,1094629741,Insert,1,15
3311,182475031,Search,1,16
3312,1110325341,Insert,2,13
3313,55315034,Search,1,14
3314,1453902391,Insert,1,11
3315,483556544,Search,2,14
3316,453951082,Insert,2,23
3317,1442479912,Insert,1,11
3318,783012374,Insert,1,10
3319,220432639,Insert,1,15
3320,2048999437,Insert,1,12
3321,1472186416,Insert,1,9
3322,1833220081,Insert,1,13
3323,1499180028,Search,1,11
3324,486303082,Insert,1,20
3325,2015697193,Insert,1,11
3326,571655795,Insert,1,21
3327,248879539,Search,1,13
3328,668787538,Insert,3,15
3329,1408474438,Insert,1,11
3330,311651176,Insert,2,15
3331,1922112267,Search,1,10
3332,1229638072,Insert,1,15
3333,1552562019,Insert,1,13
3334,1121517437,Insert,1,20
3335,1852404229,Insert,1,14
3336,1486550017,Insert,1,12
3337,1559915298,Insert,1,16
3338,1379817487,Insert,1,16
3339,1906305650,Insert,1,13
3340,281900854,Insert,2,13
3341,377545656,Insert,1,19
3342,507496305,Insert,2,17
3343,1255083896,Search,1,10
3344,35732615,Search,1,12
3345,517773362,Insert,1,19
3346,144378909,Insert,1,18
3347,1066442182,Insert,1,16
3348,1285568095,Search,3,19
3349,625196943,Insert,2,20
3350,1239008650,Insert,1,14
3351,29283875,Insert,2,12
3352,78804993,Search,1,13
3353,2079099335,Insert,1,18
3354,1692959733,Insert,1,13
3355,1471763787,Insert,3,10
3356,714628061,Insert,1,19
3357,1913392372,Insert,1,12
3358,1373279576,Insert,2,17
3359,39330829,Insert,2,7
3360,2027283387,Search,3,12
3361,1599128806,Insert,1,17
3362,1859582658,Insert,1,11
3363,2055028022,Insert,1,14
3364,23300953,Insert,2,10
3365,1990489722,Search,4,14
3366,380886548,Insert,2,16
3367,1316018813,Insert,1,13
3368,334952129,Insert,1,16
3369,1549184082,Search,1,10
3370,1610524620,Insert,1,18
3371,721097184,Insert,1,18
3372,1456469566,Insert,1,10
3373,1315445201,Insert,1,14
3374,60163553,Insert,1,16
3375,868901216,Insert,1,16
3376,547779040,Insert,1,15
3377,1966469203,Insert,1,14
3378,1150802070,Insert,1,17
3379,925324697,Insert,2,16
3380,326481860,Insert,2,16
3381,1668575433,Insert,1,15
3382,1069703606,Insert,1,18
3383,1392924042,Insert,1,16
3384,72194588,Search,1,12
3385,146288728,Insert,1,19
3386,1942532207,Search,1,14
3387,1738535182,Search,1,13
3388,161228609,Insert,2,22
3389,1422207917,Insert,1,10
3390,865987178,Search,1,15
3391,77904415,Insert,1,13
3392,1854188342,Insert,1,11
3393,746488056,Insert,1,16
3394,643300786,Search,1,12
3395,792532476,Insert,1,11
3396,1620097066,Insert,1,13
3397,1423631149,Search,1,11
3398,2119767632,Insert,1,9
3399,831863305,Insert,2,11
3400,1071742224,Insert,1,17
3401,430471494,Search,3,19
3402,1831866642,Insert,1,14
3403,739407680,Insert,2,12
3404,1887492963,Search,1,15
3405,1109339681,Search,1,14
3406,1723849525,Search,2,12
3407,1095043177,Insert,1,18
3408,65269542,Insert,3,12
3409,1822324695,Search,1,13
3410,2055426493,Insert,1,13
3411,1429995306,Insert,1,13
3412,1675794162,Insert,1,12
3413,629040029,Insert,1,18
3414,1035462107,Search,1,20
3415,738981224,Insert,1,13
3416,843755716,Insert,1,12
3417,689203582,Insert,1,18
3418,1607882440,Insert,1,17
3419,1391534756,Insert,2,11
3420,508189138,Insert,1,17
3421,950373994,Search,1,20
3422,611200863,Insert,4,14
3423,1547594967,Search,2,9
3424,713339573,Search,1,19
3425,169375805,Insert,1,14
3426,834670998,Insert,1,12
3427,132292648,Insert,1,15
3428,1239079412,Insert,1,15
3429,80111393,Insert,1,15
3430,278581376,Insert,1,11
3431,1400308021,Insert,1,17
3432,1502319310,Insert,1,12
3433,356485792,Insert,1,15
3434,1107012715,Insert,1,14
3435,101323719,Insert,2,9
3436,1149018268,Insert,1,12
3437,579626133,Insert,2,20
3438,73607703,Insert,1,13
3439,1980881574,Insert,1,14
3440,1651368358,Insert,1,12
3441,1328541257,Search,1,12
3442,2037284768,Search,1,8
3443,1905474346,Insert,2,16
3444,572805606,Insert,1,21
3445,2017222554,Search,1,9
3446,598927887,Insert,2,14
3447,1970743888,Insert,1,18
3448,480748451,Insert,1,17
3449,2028923194,Insert,1,12
3450,1499054403,Insert,1,11
3451,1109788480,Insert,1,14
3452,621382209,Search,2,19
3453,620420770,Insert,1,18
3454,195326471,Insert,1,14
3455,1798992062,Insert,1,13
3456,80819563,Insert,1,16
3457,1586861227,Insert,2,12
3458,1868334659,Search,1,10
3459,1528622962,Search,2,9
3460,1783594299,Search,1,11
3461,159697552,Insert,1,22
3462,692020426,Insert,1,17
3463,1756237033,Insert,1,16
3464,994368551,Insert,1,18
3465,824313074,Insert,1,14
3466,847832797,Insert,1,11
3467,1074479944,Insert,2,15
3468,1102894450,Insert,1,15
3469,100657170,Insert,1,10
3470,429315606,Insert,1,19
3471,1459380242,Insert,1,10
3472,1207669885,Insert,1,10
3473,810497304,Search,2,15
3474,530639325,Insert,1,20
3475,460914863,Insert,1,21
3476,1787296018,Insert,3,12
3477,604247029,Insert,1,17
3478,294312789,Insert,1,12
3479,1291180728,Insert,1,17
3480,1553357694,Search,3,14
3481,1455995849,Search,1,9
3482,362237727,Insert,2,13
3483,1361381282,Search,1,17
3484,1216170966,Search,1,10
3485,867118395,Insert,1,17
3486,1890108616,Insert,1,17
3487,185497967,Insert,1,16
3488,858000492,Search,1,17
3489,1347866846,Insert,1,14
3490,1771548162,Insert,1,10
3491,100657170,Search,1,11
3492,1684552370,Insert,1,13
3493,310171678,Insert,1,14
3494,244485284,Insert,1,15
3495,1879878841,Insert,1,14
3496,2109163740,Insert,1,13
3497,802072544,Search,1,13
3498,207524398,Search,3,20
3499,325304847,Insert,1,16
3500,1319256421,Insert,1,17
3501,1833636990,Search,1,12
3502,121377645,Insert,1,17
3503,1017325273,Insert,5,17
3504,928009806,Insert,1,16
3505,585301537,Search,1,18
3506,1115746196,Insert,2,12
3507,935353754,Search,1,18
3508,691585919,Search,1,18
3509,1841638347,Insert,1,13
3510,1775842603,Insert,1,12
3511,42742492,Insert,2,8
3512,797049150,Insert,1,10
3513,1277062716,Search,1,17
3514,1876499773,Insert,1,15
3515,472058098,Insert,4,19
3516,108945744,Insert,1,11
3517,936686010,Insert,1,18
3518,1403932509,Search,1,10
3519,1002697424,Insert,1,17
3520,569860607,Insert,1,22
3521,2078612123,Search,1,19
3522,576498380,Insert,1,21
3523,1606944453,Insert,1,17
3524,864173396,Insert,2,17
3525,1867679109,Insert,1,10
3526,1969182180,Insert,1,18
3527,1731291791,Insert,2,9
3528,1610304077,Insert,1,19
3529,1681869246,Search,2,12
3530,7196499,Insert,3,8
3531,171204469,Search,1,18
3532,931674989,Insert,1,17
3533,1263147189,Search,1,15
3534,1234368591,Insert,1,13
3535,1691748870,Insert,2,12
3536,1643261848,Search,1,15
3537,133383923,Search,1,12
3538,1241846667,Insert,2,12
3539,1478853875,Insert,4,10
3540,151036707,Search,1,16
3541,1424144063,Insert,1,11
3542,1203526760,Insert,2,16
3543,1804158723,Insert,1,13
3544,595916836,Insert,1,14
3545,1324904405,Insert,1,13
3546,774337364,Search,1,14
3547,674000348,Insert,1,15
3548,1523926642,Insert,2,12
3549,293166953,Insert,1,10
3550,344358583,Search,2,16
3551,868901216,Search,1,17
3552,14469049,Search,1,14
3553,1540610185,Search,4,13
3554,368155048,Insert,1,11
3555,1849085663,Search,1,13
3556,1152285597,Insert,4,21
3557,335909445,Insert,1,15
3558,1945910649,Search,2,15
3559,1165204198,Insert,1,20
3560,881301722,Insert,3,14
3561,807967543,Insert,2,14
3562,1274149942,Insert,1,16
3563,1817987732,Insert,1,12
3564,1810664967,Insert,1,12
3565,1844010550,Insert,1,14
3566,247002465,Insert,1,13
3567,1466597807,Search,2,10
3568,1270125772,Insert,1,15
3569,2135345794,Search,1,13
3570,560700298,Insert,2,20
3571,2114681574,Insert,1,11
3572,1091824304,Insert,1,16
3573,144508442,Insert,1,20
3574,679243213,Search,4,18
3575,1577502003,Insert,2,14
3576,1505695195,Search,1,13
3577,1099020804,Insert,1,16
3578,1076183431,Insert,2,16
3579,664386946,Insert,2,17
3580,308977938,Search,1,13
3581,643286026,Insert,1,13
3582,170546451,Insert,2,13
3583,2143240821,Insert,2,10
3584,2067430089,Insert,1,15
3585,1374073211,Insert,1,17
3586,1342544420,Search,2,18
3587,1799915896,Insert,2,11
3588,2095143409,Search,1,8
3589,1795182220,Search,1,13
3590,1691507553,Search,1,13
3591,515863278,Insert,1,17
3592,551493968,Insert,1,16
3593,326432597,Insert,1,17
3594,2039789920,Insert,1,8
3595,844660921,Insert,1,12
3596,694587645,Insert,1,15
3597,1044591870,Insert,1,20
3598,1180570366,Insert,1,15
3599,1859791843,Insert,1,11
3600,1925893592,Insert,2,11
3601,1988537909,Insert,2,12
3602,986458137,Insert,1,16
3603,1596397677,Insert,1,13
3604,1651719229,Insert,2,13
3605,682985039,Insert,1,19
3606,1843400142,Insert,1,15
3607,774361353,Insert,1,14
3608,1064350623,Search,1,16
3609,1314764485,Search,1,17
3610,1243685338,Insert,1,11
3611,1810598068,Insert,1,13
3612,1866185658,Insert,1,11
3613,1388193780,Insert,1,19
3614,1240616423,Insert,1,12
3615,723431427,Search,1,18
3616,817722814,Insert,3,17
3617,316893563,Insert,1,18
3618,1905003369,Insert,1,17
3619,1461008840,Insert,1,11
3620,2116752922,Search,1,11
3621,992780306,Search,1,18
3622,487440014,Insert,2,21
3623,1900760542,Insert,1,14
3624,456192153,Search,1,20
3625,1380955281,Insert,1,17
3626,1861513225,Insert,1,12
3627,1553192791,Insert,2,14
3628,1896818559,Insert,2,13
3629,265523545,Insert,2,9
3630,1879625388,Insert,1,15
3631,1789124832,Insert,1,10
3632,1110184466,Insert,1,12
3633,426729385,Insert,1,19
3634,348061757,Search,1,15
3635,686233054,Insert,1,16
3636,143271184,Insert,1,18
3637,139037580,Insert,1,15
3638,464642998,Insert,1,21
3639,2084579165,Search,2,15
3640,813853418,Search,1,17
3641,2131809094,Insert,2,13
3642,1125495717,Insert,1,17
3643,2061040675,Insert,1,18
3644,1636044675,Insert,1,14
3645,1808480757,Insert,1,14
3646,1756957169,Insert,1,15
3647,262922380,Insert,1,8
3648,904682447,Insert,1,12
3649,1420071589,Insert,1,13
3650,2129108038,Insert,1,15
3651,145392579,Insert,2,21
3652,513204364,Insert,1,19
3653,799347204,Insert,1,11
3654,462286142,Insert,1,22
3655,270724085,Insert,1,9
3656,1665803848,Search,1,14
3657,1200427376,Search,3,15
3658,112872396,Insert,1,16
3659,1418470078,Search,1,12
3660,949726157,Insert,3,18
3661,24000980,Insert,3,11
3662,1493827678,Insert,1,11
3663,663755734,Insert,1,17
3664,1577193771,Insert,1,15
3665,1243162589,Insert,1,12
3666,929279280,Insert,3,18
3667,1375264064,Search,1,15
3668,1309335511,Insert,3,17
3669,884803773,Insert,1,17
3670,2039463746,Insert,2,9
3671,1736064896,Insert,1,14
3672,1571036827,Insert,2,13
3673,35251283,Insert,1,13
3674,1875102476,Insert,1,15
3675,1588074917,Search,1,16
3676,2035679826,Insert,1,12
3677,715920952,Search,1,20
3678,19576729,Insert,1,11
3679,853114545,Insert,1,12
3680,1949236853,Insert,1,16
3681,1655621404,Insert,1,14
3682,514111654,Insert,1,17
3683,1558710375,Insert,1,14
3684,1918543784,Insert,1,12
3685,1418794101,Insert,1,14
3686,831298316,Insert,1,12
3687,1900168175,Insert,1,13
3688,1564186680,Insert,1,13
3689,1144822006,Search,1,13
3690,1344502681,Insert,2,18
3691,552031731,Insert,1,14
3692,2026472823,Insert,1,12
3693,1117398305,Search,2,19
3694,1615226766,Insert,3,17
3695,664904128,Insert,2,15
3696,365410814,Search,1,16
3697,1767279889,Search,1,18
3698,805355702,Search,1,16
3699,1043103417,Search,2,19
3700,828715332,Insert,1,13
3701,1639227746,Insert,1,17
3702,11248158,Insert,1,14
3703,1492471066,Insert,1,10
3704,1068937869,Insert,2,14
3705,543013375,Search,1,15
3706,1254410747,Insert,1,12
3707,1253132933,Search,1,12
3708,277094594,Search,1,9
3709,1526431904,Search,1,10
3710,274266698,Insert,1,9
3711,230789732,Insert,1,10
3712,2139214521,Insert,2,10
3713,166246797,Insert,1,17
3714,442616221,Search,1,16
3715,1966854628,Insert,1,15
3716,1562767700,Insert,2,14
3717,201498080,Insert,2,18
3718,1694473456,Insert,2,12
3719,797232352,Search,1,11
3720,1450963878,Insert,1,14
3721,221074809,Insert,2,15
3722,400104354,Insert,1,16
3723,1252717084,Insert,1,13
3724,1876696213,Insert,1,16
3725,914216008,Insert,1,15
3726,663943811,Insert,2,18
3727,1647756349,Insert,1,11
3728,185526462,Insert,1,17
3729,1495242127,Insert,1,7
3730,1719224950,Search,1,10
3731,1400440876,Insert,1,18
3732,1024207695,Search,1,16
3733,1749713142,Insert,1,9
3734,692261160,Insert,2,18
3735,1952472608,Insert,1,14
3736,1628702317,Insert,1,17
3737,160004279,Insert,1,23
3738,1755592194,Search,1,17
3739,469893088,Insert,1,19
3740,309934001,Insert,1,15
3741,1799232025,Insert,1,14
3742,481141246,Insert,1,18
3743,596855499,Search,1,14
3744,1802405068,Insert,1,14
3745,720686247,Insert,1,16
3746,2075260034,Search,1,18
3747,1735551993,Insert,1,15
3748,2076671766,Insert,2,17
3749,951475979,Insert,1,20
3750,681696641,Search,1,14
3751,1727282866,Insert,1,9
3752,163711929,Search,1,20
3753,150537028,Search,1,17
3754,95434915,Insert,1,9
3755,770846960,Insert,1,15
3756,244634383,Search,1,16
3757,1142566919,Insert,1,11
3758,296932995,Insert,2,11
3759,317836768,Insert,1,15
3760,446047149,Insert,1,14
3761,518007804,Insert,1,20
3762,717941122,Insert,1,17
3763,1698764233,Insert,2,14
3764,247220369,Insert,1,14
3765,1632157131,Insert,1,16
3766,215224396,Insert,1,20
3767,1894976719,Insert,1,12
3768,1817683593,Insert,1,13
3769,1710466524,Insert,2,10
3770,1147933947,Insert,1,11
3771,867243764,Search,5,18
3772,42742492,Search,2,9
3773,1419913087,Insert,2,15
3774,255244036,Insert,1,10
3775,952922907,Insert,1,21
3776,901131757,Insert,1,15
3777,415248315,Insert,6,16
3778,1422815995,Insert,1,10
3779,1211065758,Insert,2,14
3780,1620840601,Search,1,14
3781,66996693,Insert,1,13
3782,1903957241,Insert,1,18
3783,865987178,Insert,1,15
3784,787682940,Insert,1,11
3785,1492025587,Insert,1,10
3786,795175297,Insert,1,10
3787,1739158919,Insert,1,13
3788,1071824805,Insert,2,18
3789,890610212,Insert,2,15
3790,362522231,Insert,2,15
3791,66908076,Insert,2,14
3792,1187543208,Insert,3,16
3793,710290829,Search,1,17
3794,680359000,Insert,1,18
3795,512955226,Insert,1,20
3796,1705551012,Insert,1,7
3797,1398300122,Insert,1,16
3798,64235811,Insert,1,14
3799,1952771382,Insert,2,14
3800,1009839743,Search,1,17
3801,882973605,Insert,2,16
3802,279460208,Insert,1,12
3803,1700264453,Insert,3,14
3804,553173550,Insert,1,15
3805,1989926732,Insert,1,14
3806,1861967831,Search,2,13
3807,585734803,Search,1,18
3808,700714752,Insert,1,14
3809,1973086638,Insert,1,18
3810,97687120,Insert,1,7
3811,1653637660,Insert,1,16
3812,2026472823,Search,1,13
3813,726734747,Insert,2,16
3814,512935436,Insert,1,21
3815,928970007,Insert,1,17
3816,1937800505,Insert,1,12
3817,579932129,Insert,2,21
3818,685443601,Insert,2,19
3819,160162478,Search,1,24
3820,656304036,Insert,1,15
3821,1367615069,Insert,1,14
3822,1639784619,Search,1,17
3823,29985540,Insert,1,14
3824,1451479333,Insert,1,15
3825,959290340,Insert,2,22
3826,1101810345,Insert,1,15
3827,2049233411,Search,1,13
3828,194605897,Insert,2,15
3829,68311212,Search,1,11
3830,1321812572,Insert,2,17
3831,1168718422,Insert,2,15
3832,1382149105,Insert,2,15
3833,236769560,Search,1,13
3834,2002171572,Insert,5,14
3835,1681673648,Insert,1,11
3836,940216470,Insert,1,16
3837,928312965,Search,1,18
3838,1252988046,Insert,1,12
3839,1393389885,Search,1,17
3840,1745909459,Insert,1,11
3841,745504204,Insert,3,17
3842,2135961652,Insert,1,10
3843,2025369667,Insert,2,13
3844,298285009,Insert,2,9
3845,541651554,Insert,1,17
3846,61581939,Search,1,17
3847,1867812751,Insert,1,11
3848,797651698,Search,1,11
3849,998999761,Insert,1,15
3850,367254544,Insert,1,13
3851,1965499872,Insert,1,19
3852,505153773,Insert,2,15
3853,1093989291,Insert,1,15
3854,330951660,Insert,3,20
3855,1434123781,Insert,1,11
3856,884306149,Insert,1,16
3857,910883789,Insert,1,15
3858,2119567382,Insert,2,8
3859,1540610185,Insert,4,13
3860,131015210,Insert,1,19
3861,2069274,Insert,1,12
3862,844605870,Insert,1,13
3863,1090305550,Insert,1,19
3864,1103879619,Insert,1,15
3865,561411269,Search,2,19
3866,1039211767,Insert,1,17
3867,264634474,Insert,1,10
3868,125114393,Insert,1,18
3869,1610134596,Search,1,18
3870,2101286076,Search,1,11
3871,273877225,Insert,1,10
3872,1403932509,Search,1,10
3873,119322398,Insert,2,16
3874,1806788041,Insert,1,10
3875,1214093695,Insert,1,9
3876,1454309942,Search,1,11
3877,1731463054,Search,1,10
3878,1372310445,Insert,2,18
3879,1405213853,Insert,1,10
3880,1959597899,Insert,2,17
3881,1360788449,Insert,1,17
3882,1304905832,Search,1,18
3883,1283099872,Insert,1,16
3884,110399260,Insert,1,9
3885,1902440003,Insert,1,14
3886,1003428976,Insert,1,16
3887,1109399021,Insert,1,15
3888,2132305091,Search,3,14
3889,122210900,Insert,1,17
3890,488200105,Search,1,17
3891,1557172100,Search,1,11
3892,821445200,Insert,1,13
3893,1614552795,Insert,1,18
3894,485751838,Search,1,20
3895,493236405,Search,1,20
3896,1216200191,Insert,1,10
3897,1152396860,Insert,1,22
3898,1292543970,Search,1,14
3899,1209722049,Search,1,13
3900,901192928,Insert,1,16
3901,2100506340,Insert,1,11
3902,310128086,Search,4,16
3903,2063280649,Insert,1,18
3904,873276662,Insert,2,13
3905,1771548162,Search,1,11
3906,1493632877,Insert,1,11
3907,46812211,Insert,1,6
3908,732607375,Search,2,14
3909,875345936,Insert,1,18
3910,190755099,Insert,1,17
3911,1137117761,Insert,1,13
3912,1979225555,Insert,1,15
3913,740851685,Search,1,13
3914,1229966867,Insert,1,15
3915,1401752236,Insert,1,10
3916,1813587651,Search,1,12
3917,2104339949,Insert,2,14
3918,1503844092,Insert,2,13
3919,1521074634,Insert,1,12
3920,1763644342,Insert,1,18
3921,570454139,Insert,1,21
3922,745901431,Insert,1,18
3923,1021374547,Insert,1,16
3924,382568390,Insert,1,15
3925,2106689880,Insert,1,12
3926,1895676992,Search,1,13
3927,156990772,Insert,2,16
3928,1812153606,Search,1,12
3929,1178271255,Search,1,16
3930,492967650,Insert,1,20
3931,1861646236,Insert,1,13
3932,1086862255,Search,1,15
3933,1160419748,Insert,1,22
3934,1602366671,Insert,2,16
3935,1983857136,Insert,1,14
3936,1981864948,Insert,1,15
3937,1069435818,Insert,1,19
3938,1052573679,Insert,1,23
3939,986778160,Insert,2,17
3940,1970628746,Insert,1,19
3941,1005596372,Insert,2,16
3942,796181729,Search,1,11
3943,902575161,Insert,1,13
3944,696421760,Insert,2,17
3945,1538442186,Search,1,11
3946,351745601,Insert,1,14
3947,949387372,Insert,1,19
3948,1571767696,Insert,1,14
3949,542500701,Insert,2,15
3950,890626907,Search,1,15
3951,2086505133,Insert,1,17
3952,1403509604,Insert,4,10
3953,1772467568,Insert,2,10
3954,1340773721,Insert,2,18
3955,1360365905,Insert,1,18
3956,1128828012,Insert,1,19
3957,714364708,Insert,1,20
3958,976526599,Insert,1,24
3959,1699282151,Insert,3,15
3960,1460266139,Insert,1,10
3961,1997901147,Insert,1,14
3962,2081850541,Insert,3,18
3963,1419472372,Insert,1,16
3964,7408271,Insert,1,9
3965,786117810,Search,1,10
3966,427334543,Insert,1,19
3967,1133634960,Insert,1,13
3968,1183341104,Search,1,14
3969,109713396,Search,1,10
3970,1167828019,Insert,1,16
3971,772440520,Search,1,15
3972,2029701214,Insert,1,12
3973,970008448,Insert,1,20
3974,1002209319,Insert,2,18
3975,951653385,Insert,1,22
3976,1400440876,Search,1,19
3977,2022582127,Insert,2,13
3978,1988987479,Insert,1,15
3979,774798483,Insert,1,15
3980,880694851,Insert,1,16
3981,744078992,Insert,3,16
3982,1471220244,Insert,1,10
3983,1232440453,Insert,1,11
3984,1693466364,Insert,1,14
3985,895504292,Insert,1,16
3986,1774941154,Insert,1,12
3987,1632487849,Insert,1,17
3988,346514105,Search,2,16
3989,1410960707,Search,1,10
3990,151530248,Insert,1,15
3991,1399925074,Insert,1,18
3992,825777923,Insert,1,15
3993,1046953043,Search,1,22
3994,449238691,Search,1,18
3995,344455570,Search,1,16
3996,1511896153,Insert,2,11
3997,381269438,Insert,2,16
3998,2104863348,Search,1,15
3999,1540142631,Insert,1,13
4000,340939105,Insert,1,15
4001,2080551589,Insert,1,18
4002,174738497,Search,1,21
4003,852925122,Insert,1,13
4004,191356604,Insert,2,18
4005,2014918482,Insert,1,12
4006,124913846,Insert,1,19
4007,198764875,Insert,2,19
4008,294769377,Insert,1,12
4009,1258548806,Insert,2,14
4010,1366592894,Insert,2,14
4011,176986943,Insert,1,20
4012,81073606,Insert,1,17
4013,221318565,Insert,2,16
4014,1381887867,Search,1,16
4015,1128640328,Insert,1,20
4016,2103655734,Insert,2,13
4017,1645992921,Search,1,11
4018,62822396,Insert,3,15
4019,1903438812,Insert,1,14
4020,836866937,Insert,2,10
4021,806901388,Insert,1,15
4022,1227175408,Insert,1,13
4023,2069307390,Insert,1,15
4024,830284660,Search,1,12
4025,352884104,Insert,1,14
4026,1565462803,Search,1,14
4027,1834944431,Search,1,13
4028,2122679700,Insert,1,10
4029,1696764896,Insert,1,15
4030,1985371953,Insert,1,14
4031,126726301,Insert,1,18
4032,949206322,Insert,1,20
4033,663666228,Insert,1,18
4034,111909312,Search,1,12
4035,1638622454,Insert,1,18
4036,876218128,Search,1,19
4037,1330475760,Insert,1,12
4038,1987066609,Search,2,13
4039,56325211,Insert,1,10
4040,1979561559,Insert,1,14
4041,1566243682,Search,1,14
4042,1397415701,Search,1,17
4043,1263543701,Insert,1,14
4044,909250334,Insert,1,20
4045,215224396,Search,1,21
4046,23434515,Insert,1,12
4047,1130978535,Insert,1,16
4048,1034164180,Insert,2,18
4049,222199390,Insert,1,17
4050,1425747912,Insert,1,12
4051,145229339,Insert,1,22
4052,1588792284,Insert,1,16
4053,1602734856,Insert,1,17
4054,226302945,Insert,2,14
4055,2084034016,Search,1,14
4056,1317346494,Search,2,18
4057,1810110849,Insert,1,15
4058,583891536,Insert,1,18
4059,182475031,Insert,1,16
4060,20911224,Search,2,12
4061,1872933245,Insert,3,14
4062,339846700,Insert,2,15
4063,1019341969,Insert,1,18
4064,532350985,Insert,4,21
4065,1567022108,Insert,1,12
4066,552535945,Search,1,16
4067,941165711,Insert,1,17
4068,907104675,Search,1,19
4069,885235089,Insert,1,18
4070,1971826700,Search,1,19
4071,1542218161,Insert,1,12
4072,490446960,Insert,1,19
4073,974144358,Search,2,19
4074,723123395,Insert,1,18
4075,1668944462,Insert,1,16
4076,1439653282,Insert,2,13
4077,1386789623,Insert,1,19
4078,1160083268,Insert,1,21
4079,622645395,Insert,1,19
4080,1443114835,Insert,1,11
4081,992161180,Insert,1,18
4082,664397763,Search,1,18
4083,1048235861,Search,1,24
4084,1886189096,Insert,2,14
4085,204881521,Insert,2,19
4086,1015595695,Insert,1,17
4087,869683984,Insert,3,16
4088,1239045701,Insert,1,16
4089,1237795086,Insert,1,16
4090,147948248,Insert,1,20
4091,1384275040,Insert,2,19
4092,679103722,Insert,1,18
4093,1750683104,Insert,1,9
4094,1610577986,Insert,1,19
4095,341730924,Insert,2,15
4096,187090993,Insert,1,16
4097,1793053017,Insert,1,10
4098,193562116,Search,2,16
4099,67180521,Insert,1,14
4100,526937693,Insert,1,19
4101,664911338,Insert,1,16
4102,1806804412,Search,1,10
4103,599531507,Insert,1,14
4104,2093959802,Insert,1,8
4105,549794275,Search,1,16
4106,1606077050,Insert,1,17
4107,1484766596,Insert,1,12
4108,1488694315,Insert,1,12
4109,2096524010,Insert,1,9
4110,60406343,Insert,1,17
4111,69209184,Search,4,11
4112,592991459,Search,3,15
4113,1604245767,Search,1,16
4114,1493910380,Search,1,12
4115,1010155129,Insert,1,18
4116,1388693644,Insert,1,16
4117,1447195967,Insert,1,15
4118,22754749,Insert,1,11
4119,2011339039,Insert,1,12
4120,742827154,Insert,1,15
4121,1014915929,Insert,1,19
4122,1750044488,Insert,1,9
4123,947708675,Insert,2,21
4124,2030511625,Insert,1,8
4125,472244824,Insert,1,20
4126,39270728,Insert,1,8
4127,1397299142,Search,1,17
4128,1120823063,Insert,1,20
4129,620193072,Insert,1,17
4130,1423545769,Insert,1,11
4131,1799926785,Insert,2,12
4132,223392529,Insert,1,18
4133,1160191661,Search,1,22
4134,886640107,Insert,2,17
4135,2141657709,Insert,1,11
4136,410483522,Insert,2,14
4137,561411269,Search,2,19
4138,532209476,Insert,2,22
4139,61354583,Insert,1,18
4140,937421215,Insert,1,19
4141,991315296,Search,1,19
4142,1197120815,Insert,1,19
4143,660886090,Insert,1,15
4144,793850659,Search,2,11
4145,542268617,Search,1,16
4146,883897369,Insert,1,17
4147,655714217,Insert,1,16
4148,2145652686,Insert,1,8
4149,225108036,Insert,1,14
4150,604754579,Insert,1,18
4151,1643498983,Search,1,15
4152,58575382,Insert,1,14
4153,1939529460,Search,1,10
4154,1235263165,Insert,1,14
4155,1993448223,Insert,1,15
4156,1505771349,Insert,1,13
4157,1258017915,Insert,1,15
4158,1743115218,Search,1,13
4159,1857303615,Insert,1,11
4160,101114855,Insert,1,11
4161,125450196,Insert,2,18
4162,1459864455,Insert,1,11
4163,1048823530,Insert,1,23
4164,8478173,Insert,1,13
4165,1932109279,Insert,2,14
4166,1088094258,Insert,1,17
4167,1129301236,Insert,2,16
4168,404818703,Insert,2,17
4169,364156379,Insert,1,14
4170,781744374,Insert,1,11
4171,628211232,Insert,1,18
4172,1250796486,Insert,1,13
4173,1455359248,Search,1,8
4174,775918435,Insert,1,13
4175,134313758,Search,1,16
4176,1038694754,Insert,1,18
4177,1783005963,Insert,1,11
4178,837273018,Insert,2,11
4179,1976115970,Insert,2,19
4180,832643130,Insert,1,12
4181,1621553119,Search,2,15
4182,1498159108,Insert,1,12
4183,712529691,Insert,1,17
4184,1488357347,Insert,1,13
4185,1496328147,Insert,1,12
4186,937637728,Insert,2,20
4187,2093111926,Insert,1,8
4188,1554903529,Insert,2,11
4189,1078227359,Search,2,16
4190,25417245,Insert,1,12
4191,1190415970,Search,1,16
4192,1939076501,Insert,1,12
4193,913191230,Insert,3,16
4194,795751822,Search,2,10
4195,109819141,Search,1,10
4196,1283435160,Insert,1,18
4197,1648896468,Insert,1,11
4198,1014306085,Insert,1,20
4199,1408885357,Insert,2,12
4200,1244689141,Search,2,11
4201,961277275,Insert,1,19
